Uid,PostId,SnippetId,CloneClassnumber,CloneSize,Similarity,CodeLength,Grunality,A_ownerId,A_length,A_CreateDate,A_Score,A_NoOfBoldTags,A_NoOfCodeSnippets,A_NoOfComments,A_NoOfEditOrRevision,Answerer_ReputationScore,Answerer_Upvotes,Answerer_DownVotes,Answerer_PostedQuestions,Answerer_PostedAnswers,Answerer_NoOfRevision,Answerer_NoOfRevisionInAnswer,A_CodeRatioPercentage,A_LinkTags,A_ItalicTags,A_TotalCodeLength,A_codeRatio
8009,16180810,1,371,10,70,255,Functions,871026,1168,2013-04-23 23:22:33,2,0,14,0,4,141572,1151,152,18,3557,9299,4,29.5319,1,1,347,0.2953
8010,26402293,1,371,10,70,283,Functions,2121494,940,2014-10-16 10:38:53,0,0,2,0,2,1030,389,7,4,37,83,2,69.418,0,0,656,0.6942
8011,26193864,1,371,10,70,390,Functions,3805231,2111,2014-10-04 14:39:38,2,0,5,3,3,1169,383,35,34,47,282,3,84.7928,0,0,1801,0.8479
8012,34689413,1,371,10,70,792,Functions,5055063,902,2016-01-09 3:31:19,4,0,2,0,4,3824,2118,318,16,163,445,4,97.1334,0,0,881,0.9713
8013,32291206,1,371,10,70,241,Functions,3641545,453,2015-08-29 22:17:21,0,0,2,1,1,3524,405,92,27,126,320,1,53.2895,0,0,243,0.5329
8014,52338859,1,371,10,70,265,Functions,5758441,587,2018-09-14 20:28:17,0,0,2,2,1,803,29,30,1,53,68,1,45.2542,0,0,267,0.4525
8015,52354280,1,371,10,70,275,Functions,2203209,692,2018-09-16 12:46:45,2,0,6,0,2,313,32,1,12,25,73,2,44.4604,0,0,309,0.4446
8016,29000684,1,371,10,70,336,Functions,1493294,3828,2015-03-12 1:59:27,9,0,12,4,7,4322,498,33,18,189,989,7,40.255,1,0,1547,0.4026
8017,19203909,1,371,10,70,299,Functions,2850487,560,2013-10-05 23:52:32,1,0,2,3,2,78,29,0,0,7,10,2,53.4636,0,0,301,0.5346
8018,42667532,1,371,10,70,376,Functions,3187349,882,2017-03-08 9:29:54,1,0,5,0,1,4854,105,31,11,139,413,1,64.9832,0,0,579,0.6498
8019,35267183,1,371,10,70,322,Functions,467968,950,2016-02-08 10:18:52,2,0,2,4,2,5035,295,100,16,335,515,2,65.5497,0,1,626,0.6555
8020,26941331,1,371,10,70,372,Functions,3258333,1334,2014-11-15 1:01:41,3,0,13,8,6,4456,163,56,10,214,675,6,34.0553,0,0,456,0.3406
8021,17047316,1,372,18,83,652,Functions,928711,3301,2013-06-11 14:58:24,3,0,7,2,2,42691,1022,179,23,996,1584,2,89.0634,0,0,2948,0.8906
8022,17060728,1,372,18,83,613,Functions,928711,4501,2013-06-12 8:15:33,3,0,7,11,1,42691,1022,179,23,996,1584,1,86.5589,0,0,3909,0.8656
8023,19050668,1,373,10,70,542,Functions,1543541,1970,2013-09-27 12:23:14,8,0,11,3,4,7950,971,10,53,213,953,4,58.3291,0,0,1152,0.5833
8024,29746820,1,373,10,70,536,Functions,3979253,1256,2015-04-20 11:37:57,0,0,4,4,1,2659,17,46,6,129,253,1,67.144,0,0,844,0.6714
8025,29039549,1,373,10,70,500,Functions,3609740,1065,2015-03-13 18:35:08,0,0,3,0,1,505,173,3,14,24,85,1,87.9439,0,0,941,0.8794
8026,16079540,1,373,10,70,524,Functions,1033324,1947,2013-04-18 9:42:37,3,3,4,0,1,11270,115,7,48,51,224,1,85.6704,0,0,1674,0.8567
8027,30901731,1,373,10,70,409,Functions,4183558,799,2015-06-17 20:25:32,0,0,3,0,1,2203,913,6,18,103,296,1,61.3466,0,0,492,0.6135
8028,35304132,1,373,10,70,318,Functions,2503185,3489,2016-02-09 23:19:16,1,9,5,5,4,6096,9483,1,7,124,338,2,30.4608,7,3,1071,0.3046
8029,18332871,1,374,10,70,459,Functions,1057230,5157,2013-08-20 10:35:26,3,1,7,7,3,22421,16367,38,6,465,1364,3,86.7983,0,0,4484,0.868
8030,46787047,1,374,10,70,553,Functions,1651107,765,2017-10-17 9:37:10,0,0,2,1,1,944,1814,120,5,43,186,1,72.5849,0,0,556,0.7258
8031,17640318,1,374,10,70,490,Functions,1057230,3830,2013-07-14 14:34:07,3,5,31,0,4,22421,16367,38,6,465,1364,4,64.3732,0,0,2470,0.6437
8032,42595168,1,374,10,70,488,Functions,1057230,2665,2017-03-04 10:59:32,3,0,3,0,2,22421,16367,38,6,465,1364,2,95.1274,0,0,2538,0.9513
8033,52153521,1,374,10,70,412,Functions,5246885,1377,2018-09-03 16:31:15,0,0,11,2,1,44610,594,991,68,2233,6076,1,56.7294,0,0,784,0.5673
8034,50181996,1,374,10,70,527,Functions,4944847,808,2018-05-04 19:33:55,1,0,2,0,1,4299,1266,21,12,163,603,1,64.8216,1,0,527,0.6482
8035,38134839,1,374,10,70,443,Functions,4060904,1205,2016-06-30 23:30:10,0,0,6,0,1,187,20,4,6,15,57,1,76.0365,0,0,917,0.7604
8036,51597763,1,374,10,70,434,Functions,475044,8078,2018-07-30 15:48:32,1,0,2,0,1,120,19,0,9,4,54,1,96.795,0,0,7822,0.9679
8037,9609505,1,374,10,70,420,Functions,1217149,1913,2012-03-07 21:40:15,0,0,3,0,1,313,1,0,9,13,45,1,64.4723,0,0,1234,0.6447
8038,28218073,1,374,10,70,735,Functions,1967280,17794,2015-01-29 15:14:37,4,0,5,1,3,189,15,0,6,11,32,3,96.3491,0,0,17286,0.9635
8039,32455736,1,374,10,70,372,Functions,1221571,1034,2015-09-08 10:46:19,5,0,2,8,2,287031,9408,1784,13,7385,14000,2,65.2174,0,0,675,0.6522
8040,49766733,1,374,10,70,429,Functions,5726600,6474,2018-04-11 4:53:04,1,1,3,2,3,2440,106,47,4,127,225,2,95.4497,0,0,6209,0.9545
8041,32096884,1,374,10,70,441,Functions,3290339,9617,2015-08-19 13:27:30,29,2,26,1,33,11299,1969,186,1,256,3275,32,66.9829,7,3,6496,0.6698
8042,36268250,1,374,10,70,470,Functions,4605725,2768,2016-03-28 18:12:39,0,0,3,1,1,1683,189,18,0,61,100,1,94.8543,0,0,2636,0.9485
8043,24292236,1,374,10,70,369,Functions,1057230,6481,2014-06-18 18:03:43,5,5,10,0,3,22421,16367,38,6,465,1364,3,85.9045,0,0,5613,0.859
8044,24344967,1,374,10,70,426,Functions,3182664,10413,2014-06-21 19:10:29,9,0,2,2,3,42655,498,74,12,1022,1472,1,94.4167,2,0,9842,0.9442
8045,35111436,1,374,10,70,429,Functions,5860419,1071,2016-01-31 7:34:09,0,0,3,2,2,385,28,2,0,27,33,2,50.8396,0,0,545,0.5084
8046,49766733,1,374,10,70,413,Functions,5726600,6474,2018-04-11 4:53:04,1,1,3,2,3,2440,106,47,4,127,225,2,95.4497,0,0,6209,0.9545
8047,48891889,1,374,10,70,389,Functions,5246885,1457,2018-02-20 18:24:32,0,0,6,3,2,44610,594,991,68,2233,6076,2,75.1029,0,0,1095,0.751
8048,48847181,1,374,10,70,372,Functions,1490322,742,2018-02-18 0:10:15,1,0,2,0,1,6750,829,15,31,390,632,1,77.9866,0,0,581,0.7799
8049,49787889,1,374,10,70,341,Functions,7047247,5587,2018-04-12 4:13:18,0,0,2,0,2,11,0,0,1,1,9,2,93.1071,1,0,5214,0.9311
8050,41908923,1,374,10,70,423,Functions,4356774,4581,2017-01-28 10:54:35,2,0,5,8,3,239,29,1,10,19,51,2,75.8057,1,0,3481,0.7581
8051,22017053,1,374,10,70,387,Functions,1795530,6766,2014-02-25 14:25:36,2,0,6,7,5,16215,1996,37,17,457,1278,2,63.161,7,0,4312,0.6316
8052,39211203,1,374,10,70,430,Functions,1356423,2930,2016-08-29 16:45:59,0,0,3,0,2,15750,560,415,19,663,1325,2,73.1541,0,0,2150,0.7315
8053,37864198,1,374,10,70,969,Functions,2212726,3098,2016-06-16 16:04:42,0,0,2,0,1,320,53,1,23,5,79,1,87.8661,1,0,2730,0.8787
8054,43449270,1,374,10,70,772,Functions,166589,9772,2017-04-17 10:01:23,2,0,11,0,1,11301,4861,0,71,316,1282,1,80.6572,0,1,8002,0.8066
8055,5685113,1,374,10,70,526,Functions,506879,1922,2011-04-16 7:24:25,2,0,7,5,4,18026,2942,48,2,354,760,4,78.1426,0,0,1523,0.7814
8056,5498898,1,374,10,70,449,Functions,682021,8563,2011-03-31 11:12:25,2,0,2,0,4,79,3,0,6,2,21,1,96.298,1,0,8272,0.963
8057,51693243,1,374,10,70,634,Functions,5246885,3037,2018-08-05 9:50:42,2,1,6,1,1,44610,594,991,68,2233,6076,1,56.875,1,0,1729,0.5688
8058,16572339,1,374,10,70,383,Functions,2218452,1459,2013-05-15 18:22:24,3,0,10,3,5,17147,318,834,86,69,822,4,53.3562,0,0,779,0.5336
8059,51144726,1,374,10,70,647,Functions,3252499,9437,2018-07-02 23:12:25,2,1,14,1,5,133,29,0,2,6,22,5,90.4001,0,0,8541,0.904
8060,47961161,1,374,10,70,638,Functions,7056990,2836,2017-12-24 13:54:02,0,0,2,0,1,4,0,0,6,1,24,1,97.4621,0,0,2765,0.9746
8061,35191696,1,374,10,70,396,Functions,4989676,4119,2016-02-04 2:59:49,0,2,2,2,3,11767,243,12,1,995,1561,3,60.324,3,0,2495,0.6032
8062,41434279,1,374,10,70,788,Functions,108207,16330,2017-01-02 23:01:49,0,0,3,3,1,7393,8972,610,897,664,4840,1,98.9075,0,0,16206,0.9891
8063,50639824,1,374,10,70,1118,Functions,992484,15906,2018-06-01 9:05:34,1,0,16,0,3,300909,10979,1441,15,10157,19134,3,88.1289,3,0,14031,0.8813
8064,16300556,1,375,15,76,687,Functions,714968,1834,2013-04-30 13:00:52,3,0,5,6,2,104319,33775,48,50,2938,18736,2,83.7045,0,0,1541,0.837
8065,9568712,1,375,15,76,677,Functions,714968,1832,2012-03-05 14:54:43,4,0,5,6,1,104319,33775,48,50,2938,18736,1,81.9708,0,0,1514,0.8197
8066,19800801,1,376,16,75,292,Functions,619895,6351,2013-11-05 23:02:00,3,0,10,8,21,999,278,8,16,40,209,20,57.9209,1,0,3722,0.5792
8067,19060941,1,376,16,75,518,Functions,1309346,1048,2013-09-27 22:16:02,0,0,3,1,1,2000,1542,179,22,34,106,1,50.715,0,0,532,0.5071
8068,45365941,1,376,16,75,365,Functions,4708665,441,2017-07-28 6:01:31,0,0,2,5,1,744,84,0,14,64,120,1,82.8054,0,0,366,0.8281
8069,20489872,1,377,30,80,1138,Functions,2894369,2278,2013-12-10 8:52:47,2,0,5,1,1,9811,1241,311,0,420,805,1,84.4609,1,0,1935,0.8446
8070,22803733,1,377,30,80,972,Functions,2894369,1652,2014-04-02 6:58:32,2,0,4,6,1,9811,1241,311,0,420,805,1,87.6729,1,0,1458,0.8767
8071,20311514,1,378,13,76,302,Functions,2702504,2194,2013-12-01 11:15:14,16,2,7,17,3,10837,1035,123,33,511,985,3,46.6182,0,0,1027,0.4662
8072,46429076,1,378,13,76,466,Functions,6051536,866,2017-09-26 14:23:44,0,0,5,5,1,1684,81,28,4,38,274,1,81.8182,0,0,711,0.8182
8073,20533948,1,379,10,80,353,Functions,1417916,3486,2013-12-12 2:31:23,0,0,2,1,5,262,1,0,1,24,45,5,99.2645,0,0,3509,0.9926
8074,20533948,1,379,10,80,446,Functions,1417916,3486,2013-12-12 2:31:23,0,0,2,1,5,262,1,0,1,24,45,5,99.2645,0,0,3509,0.9926
8075,17208419,1,380,19,84,876,Functions,2500645,8558,2013-06-20 8:07:39,2,0,2,1,3,85,4,0,32,5,112,1,99.3246,0,0,8529,0.9932
8076,17208419,1,380,19,84,872,Functions,2500645,8558,2013-06-20 8:07:39,2,0,2,1,3,85,4,0,32,5,112,1,99.3246,0,0,8529,0.9932
8077,19351826,1,381,27,100,885,Functions,2206004,2156,2013-10-14 0:17:00,2,2,8,2,2,60197,1009,471,12,1791,5653,2,57.8778,2,0,1260,0.5788
8078,11610930,1,381,27,100,824,Functions,775523,1362,2012-07-23 10:41:07,3,0,2,0,3,5129,445,41,64,221,482,1,84.9891,1,0,1172,0.8499
8079,20497427,1,382,18,70,683,Functions,1449199,2100,2013-12-10 14:45:49,2,0,2,1,2,31670,2460,836,22,736,3415,1,80.6513,1,0,1709,0.8065
8080,20976360,1,382,18,70,611,Functions,1449199,1007,2014-01-07 16:07:37,10,0,4,2,1,31670,2460,836,22,736,3415,1,65.8153,0,0,670,0.6582
8081,49423917,1,382,18,70,679,Functions,1449199,1316,2018-03-22 8:35:41,1,0,7,1,1,31670,2460,836,22,736,3415,1,54.0377,1,0,716,0.5404
8082,20612936,1,382,18,70,505,Functions,1449199,742,2013-12-16 14:10:46,2,0,4,2,1,31670,2460,836,22,736,3415,1,70.5726,0,0,530,0.7057
8083,25453241,1,382,18,70,581,Functions,1449199,1033,2014-08-22 18:15:59,5,0,3,0,2,31670,2460,836,22,736,3415,1,58.3333,1,0,609,0.5833
8084,21044636,1,382,18,70,547,Functions,1449199,1116,2014-01-10 12:39:43,7,0,7,2,1,31670,2460,836,22,736,3415,1,51.7303,1,0,583,0.5173
8085,17484788,1,383,11,72,350,Functions,2354134,1213,2013-07-05 8:49:52,1,0,8,2,1,450,24,1,3,29,43,1,66.1789,0,0,814,0.6618
8086,9944670,1,383,11,72,303,Functions,971592,1550,2012-03-30 14:13:36,0,0,2,0,1,10369,718,46,146,177,794,1,71.5667,0,0,1110,0.7157
8087,10271483,1,383,11,72,303,Functions,971592,1916,2012-04-22 19:45:51,0,0,2,7,2,10369,718,46,146,177,794,2,58.8052,2,0,1132,0.5881
8088,20792984,1,384,10,70,724,Functions,992484,7037,2013-12-27 0:12:00,7,2,6,6,5,300909,10979,1441,15,10157,19134,5,82.9458,1,1,5851,0.8295
8089,50662296,1,384,10,70,365,Functions,992484,7528,2018-06-03 0:25:09,2,0,7,2,2,300909,10979,1441,15,10157,19134,2,77.4493,1,0,5842,0.7745
8090,40117981,1,384,10,70,365,Functions,522444,5000,2016-10-18 20:59:59,5,2,8,0,3,261708,19138,44427,6,7289,22497,3,70.1933,0,0,3523,0.7019
8091,35893629,1,384,10,70,382,Functions,12860,650,2016-03-09 13:56:43,1,0,2,4,2,11758,4369,1671,48,229,1140,2,58.5253,0,0,381,0.5853
8092,15958227,1,385,15,73,519,Functions,992484,5881,2013-04-11 20:25:46,2,2,7,6,3,300909,10979,1441,15,10157,19134,3,77.3374,1,0,4566,0.7734
8093,22602566,1,385,15,73,661,Functions,992484,8114,2014-03-24 6:36:49,4,3,9,15,3,300909,10979,1441,15,10157,19134,3,89.6898,2,0,7316,0.8969
8094,33862329,1,385,15,73,691,Functions,992484,2539,2015-11-23 1:13:01,4,0,7,1,1,300909,10979,1441,15,10157,19134,1,87.7551,0,0,2236,0.8776
8095,20800416,1,386,13,80,628,Functions,964741,674,2013-12-27 12:04:16,3,0,2,3,1,17898,514,85,114,522,1634,1,92.7407,0,0,626,0.9274
8096,15589557,1,386,13,80,736,Functions,2200924,3711,2013-03-23 17:03:20,1,0,3,1,1,643,15,1,6,28,51,1,90.7696,0,0,3373,0.9077
8097,25760153,1,386,13,80,742,Functions,3326331,1343,2014-09-10 7:57:59,1,0,6,0,3,5122,344,53,47,271,729,3,77.1577,0,0,1037,0.7716
8098,25763228,1,386,13,80,742,Functions,3326331,1343,2014-09-10 10:36:28,1,0,6,0,1,5122,344,53,47,271,729,1,77.1577,0,0,1037,0.7716
8099,33255264,1,386,13,80,867,Functions,5416975,1753,2015-10-21 9:12:17,-1,0,2,3,3,359,51,11,9,41,86,3,93.3865,0,0,1638,0.9339
8100,19853767,1,386,13,80,867,Functions,2964276,2168,2013-11-08 7:32:23,0,0,2,0,1,170,16,1,13,15,65,1,89.5343,0,0,1942,0.8953
8101,24012567,1,386,13,80,853,Functions,545951,1298,2014-06-03 10:17:09,2,0,3,7,1,27761,1414,19,37,262,603,1,77.053,1,0,1004,0.7705
8102,12533233,1,386,13,80,869,Functions,1069068,1064,2012-09-21 15:08:25,2,0,2,1,1,72354,2426,1174,14,1440,2343,1,81.478,0,0,871,0.8148
8103,34787830,1,386,13,80,689,Functions,3245311,1069,2016-01-14 10:57:12,0,0,2,1,2,82,15,0,3,20,39,2,90.1119,0,0,966,0.9011
8104,21472978,1,386,13,80,1202,Functions,1371853,3271,2014-01-31 5:23:11,0,5,4,1,2,29354,5502,68,8,276,2368,2,69.6951,2,0,2286,0.697
8105,25027975,1,386,13,80,956,Functions,3739316,6194,2014-07-30 2:45:59,1,0,3,2,2,1117,21,0,4,57,78,2,87.719,0,0,5457,0.8772
8106,18563488,1,387,17,100,496,Functions,1360888,3144,2013-09-01 22:16:09,13,3,15,0,2,5590,1487,33,27,146,888,2,35.1232,1,1,1112,0.3512
8107,45729925,1,387,17,100,496,Functions,7697507,7840,2017-08-17 8:18:30,0,0,16,0,2,174,3,0,14,2,61,2,79.3687,0,0,6236,0.7937
8108,15692695,1,388,15,71,552,Functions,1449199,2653,2013-03-28 21:42:24,7,0,5,2,2,31670,2460,836,22,736,3415,2,55.6096,2,0,1487,0.5561
8109,13550339,1,388,15,71,571,Functions,1449199,2012,2012-11-25 10:54:15,6,2,7,0,1,31670,2460,836,22,736,3415,1,64.9235,0,0,1316,0.6492
8110,23731024,1,388,15,71,555,Functions,1449199,3563,2014-05-19 6:29:58,3,0,5,10,1,31670,2460,836,22,736,3415,1,82.3365,1,1,2946,0.8234
8111,23504316,1,388,15,71,555,Functions,1449199,3563,2014-05-06 20:52:22,2,0,5,1,1,31670,2460,836,22,736,3415,1,82.3365,1,1,2946,0.8234
8112,11898407,1,388,15,71,408,Functions,1122840,2496,2012-08-10 8:59:16,1,0,2,1,2,971,113,2,14,33,91,2,78.5173,0,0,1970,0.7852
8113,15234088,1,389,10,70,248,Functions,1435657,2182,2013-03-05 21:05:00,0,0,16,3,1,7972,2890,215,66,176,698,1,32.3274,1,0,707,0.3233
8114,35962322,1,389,10,70,268,Functions,2970947,1361,2016-03-12 19:30:36,1,1,8,1,1,154455,4689,3703,0,6438,8830,1,43.4307,2,0,595,0.4343
8115,37771351,1,389,10,70,319,Functions,504133,1106,2016-06-12 6:27:04,4,1,3,5,3,3376,601,31,51,235,741,2,65.4365,1,0,727,0.6544
8116,19472725,1,389,10,70,342,Functions,948652,3744,2013-10-20 0:48:14,1,0,3,1,1,4115,569,18,106,162,584,1,74.0059,0,0,2773,0.7401
8117,37060887,1,389,10,70,297,Functions,3699139,970,2016-05-05 21:52:07,2,0,3,1,2,20551,1171,27,1,488,1034,2,79.6731,0,0,780,0.7967
8118,19226741,1,390,12,91,863,Functions,1631379,5048,2013-10-07 13:54:17,1,0,3,0,1,67844,2260,147,113,1290,3484,1,93.943,0,0,4777,0.9394
8119,19226741,1,390,12,91,864,Functions,1631379,5048,2013-10-07 13:54:17,1,0,3,0,1,67844,2260,147,113,1290,3484,1,93.943,0,0,4777,0.9394
8120,15082636,1,391,21,86,826,Functions,992484,19896,2013-02-26 6:18:35,1,0,4,3,1,300909,10979,1441,15,10157,19134,1,95.6692,0,0,19064,0.9567
8121,15082636,1,391,21,86,949,Functions,992484,19896,2013-02-26 6:18:35,1,0,4,3,1,300909,10979,1441,15,10157,19134,1,95.6692,0,0,19064,0.9567
8122,15082636,1,392,15,75,710,Functions,992484,19896,2013-02-26 6:18:35,1,0,4,3,1,300909,10979,1441,15,10157,19134,1,95.6692,0,0,19064,0.9567
8123,15082636,1,392,15,75,556,Functions,992484,19896,2013-02-26 6:18:35,1,0,4,3,1,300909,10979,1441,15,10157,19134,1,95.6692,0,0,19064,0.9567
8124,15082636,1,393,15,100,533,Functions,992484,19896,2013-02-26 6:18:35,1,0,4,3,1,300909,10979,1441,15,10157,19134,1,95.6692,0,0,19064,0.9567
8125,15082636,1,393,15,100,533,Functions,992484,19896,2013-02-26 6:18:35,1,0,4,3,1,300909,10979,1441,15,10157,19134,1,95.6692,0,0,19064,0.9567
8126,15082636,1,394,12,83,534,Functions,992484,19896,2013-02-26 6:18:35,1,0,4,3,1,300909,10979,1441,15,10157,19134,1,95.6692,0,0,19064,0.9567
8127,15082636,1,394,12,83,482,Functions,992484,19896,2013-02-26 6:18:35,1,0,4,3,1,300909,10979,1441,15,10157,19134,1,95.6692,0,0,19064,0.9567
8128,15082636,1,395,27,85,1256,Functions,992484,19896,2013-02-26 6:18:35,1,0,4,3,1,300909,10979,1441,15,10157,19134,1,95.6692,0,0,19064,0.9567
8129,15082636,1,395,27,85,1268,Functions,992484,19896,2013-02-26 6:18:35,1,0,4,3,1,300909,10979,1441,15,10157,19134,1,95.6692,0,0,19064,0.9567
8130,14665261,1,396,10,70,336,Functions,248432,492,2013-02-02 18:50:54,1,0,3,0,1,76270,955,243,13,2155,2734,1,68.7627,0,0,339,0.6876
8131,11540189,1,396,10,70,321,Functions,263525,1235,2012-07-18 11:23:31,3,2,9,2,3,278682,2900,6438,74,5381,12786,3,37.1774,1,0,461,0.3718
8132,18039915,1,396,10,70,355,Functions,1850609,1613,2013-08-04 5:13:29,1,1,6,2,2,81313,6497,307,0,1253,3342,1,55.4878,2,0,910,0.5549
8133,14512773,1,396,10,70,336,Functions,248432,822,2013-01-24 23:30:15,2,0,3,0,1,76270,955,243,13,2155,2734,1,84.0826,0,0,692,0.8408
8134,29633403,1,396,10,70,306,Functions,1622493,1710,2015-04-14 17:08:54,2,0,17,7,3,62679,2427,1326,5,2186,4236,3,28.4044,0,0,486,0.284
8135,30421359,1,396,10,70,324,Functions,413337,1587,2015-05-24 8:10:10,2,1,3,3,3,51399,1287,36,31,1179,1829,2,67.673,1,2,1076,0.6767
8136,17908671,1,396,10,70,373,Functions,2178238,764,2013-07-28 13:23:08,2,0,3,4,1,2396,1822,249,46,30,204,1,60.8583,0,0,468,0.6086
8137,10488010,1,396,10,70,280,Functions,223429,385,2012-05-07 19:36:26,2,0,2,0,1,27892,40,54,1,580,698,1,72.5389,0,0,280,0.7254
8138,14577215,1,396,10,70,309,Functions,1283215,2202,2013-01-29 6:51:00,0,0,2,0,1,4694,1731,31,86,285,646,1,98.8272,0,0,2191,0.9883
8139,23985449,1,396,10,70,419,Functions,1892802,3540,2014-06-01 23:13:47,1,0,4,0,1,8897,1491,66,11,370,690,1,74.6152,1,0,2666,0.7462
8140,1376871,1,396,10,70,362,Functions,123724,509,2009-09-04 1:57:30,5,0,2,0,1,2596,87,6,0,77,85,1,70.9804,0,0,362,0.7098
8141,14194104,1,397,29,82,1330,Functions,1133011,16432,2013-01-07 10:33:20,41,0,14,4,12,30016,2112,86,30,515,2391,10,89.8938,0,3,14819,0.8989
8142,15220056,1,397,29,82,1327,Functions,1133011,18720,2013-03-05 9:22:34,8,0,23,6,8,30016,2112,86,30,515,2391,7,92.3274,1,0,17340,0.9233
8143,14194104,1,398,18,100,892,Functions,1133011,16432,2013-01-07 10:33:20,41,0,14,4,12,30016,2112,86,30,515,2391,10,89.8938,0,3,14819,0.8989
8144,15220056,1,398,18,100,892,Functions,1133011,18720,2013-03-05 9:22:34,8,0,23,6,8,30016,2112,86,30,515,2391,7,92.3274,1,0,17340,0.9233
8145,14194104,1,399,62,100,3395,Functions,1133011,16432,2013-01-07 10:33:20,41,0,14,4,12,30016,2112,86,30,515,2391,10,89.8938,0,3,14819,0.8989
8146,15220056,1,399,62,100,3393,Functions,1133011,18720,2013-03-05 9:22:34,8,0,23,6,8,30016,2112,86,30,515,2391,7,92.3274,1,0,17340,0.9233
8147,14194104,1,400,15,100,577,Functions,1133011,16432,2013-01-07 10:33:20,41,0,14,4,12,30016,2112,86,30,515,2391,10,89.8938,0,3,14819,0.8989
8148,15220056,1,400,15,100,577,Functions,1133011,18720,2013-03-05 9:22:34,8,0,23,6,8,30016,2112,86,30,515,2391,7,92.3274,1,0,17340,0.9233
8149,14194104,1,401,15,93,565,Functions,1133011,16432,2013-01-07 10:33:20,41,0,14,4,12,30016,2112,86,30,515,2391,10,89.8938,0,3,14819,0.8989
8150,15220056,1,401,15,93,614,Functions,1133011,18720,2013-03-05 9:22:34,8,0,23,6,8,30016,2112,86,30,515,2391,7,92.3274,1,0,17340,0.9233
8151,14194104,1,402,21,100,828,Functions,1133011,16432,2013-01-07 10:33:20,41,0,14,4,12,30016,2112,86,30,515,2391,10,89.8938,0,3,14819,0.8989
8152,15220056,1,402,21,100,828,Functions,1133011,18720,2013-03-05 9:22:34,8,0,23,6,8,30016,2112,86,30,515,2391,7,92.3274,1,0,17340,0.9233
8153,14194104,1,403,22,100,808,Functions,1133011,16432,2013-01-07 10:33:20,41,0,14,4,12,30016,2112,86,30,515,2391,10,89.8938,0,3,14819,0.8989
8154,15220056,1,403,22,100,808,Functions,1133011,18720,2013-03-05 9:22:34,8,0,23,6,8,30016,2112,86,30,515,2391,7,92.3274,1,0,17340,0.9233
8155,22583073,1,404,17,76,953,Functions,2961276,21354,2014-03-22 20:21:10,0,0,2,0,1,16,0,0,7,1,22,1,98.2458,0,0,21002,0.9825
8156,22583073,1,404,17,76,964,Functions,2961276,21354,2014-03-22 20:21:10,0,0,2,0,1,16,0,0,7,1,22,1,98.2458,0,0,21002,0.9825
8157,22583073,1,404,17,76,966,Functions,2961276,21354,2014-03-22 20:21:10,0,0,2,0,1,16,0,0,7,1,22,1,98.2458,0,0,21002,0.9825
8158,22583073,1,404,17,76,903,Functions,2961276,21354,2014-03-22 20:21:10,0,0,2,0,1,16,0,0,7,1,22,1,98.2458,0,0,21002,0.9825
8159,22583073,1,404,17,76,967,Functions,2961276,21354,2014-03-22 20:21:10,0,0,2,0,1,16,0,0,7,1,22,1,98.2458,0,0,21002,0.9825
8160,22583073,1,405,31,74,1863,Functions,2961276,21354,2014-03-22 20:21:10,0,0,2,0,1,16,0,0,7,1,22,1,98.2458,0,0,21002,0.9825
8161,22583073,1,405,31,74,1859,Functions,2961276,21354,2014-03-22 20:21:10,0,0,2,0,1,16,0,0,7,1,22,1,98.2458,0,0,21002,0.9825
8162,22583073,1,405,31,74,1860,Functions,2961276,21354,2014-03-22 20:21:10,0,0,2,0,1,16,0,0,7,1,22,1,98.2458,0,0,21002,0.9825
8163,22583073,1,405,31,74,1857,Functions,2961276,21354,2014-03-22 20:21:10,0,0,2,0,1,16,0,0,7,1,22,1,98.2458,0,0,21002,0.9825
8164,17865740,1,406,13,84,482,Functions,61624,1061,2013-07-25 18:16:40,22,0,2,6,1,37261,1938,25,361,608,2340,1,95.8647,0,0,1020,0.9586
8165,28782704,1,406,13,84,497,Functions,4615764,1085,2015-02-28 14:15:45,1,0,3,7,2,14,1,0,2,2,10,1,82.6606,0,0,901,0.8266
8166,15139145,1,407,11,90,461,Functions,1700667,3259,2013-02-28 15:18:52,1,0,2,6,1,1032,110,11,14,59,145,1,96.1913,0,0,3157,0.9619
8167,15139145,1,407,11,90,461,Functions,1700667,3259,2013-02-28 15:18:52,1,0,2,6,1,1032,110,11,14,59,145,1,96.1913,0,0,3157,0.9619
8168,17286009,1,408,10,70,380,Functions,1144248,2990,2013-06-24 22:11:59,7,0,2,0,1,5849,115,49,11,153,255,1,85.1482,0,0,2557,0.8515
8169,11459815,1,408,10,70,343,Functions,522444,2497,2012-07-12 20:10:42,2,0,2,0,1,261708,19138,44427,6,7289,22497,1,94.7242,0,0,2370,0.9472
8170,11459815,1,408,10,70,420,Functions,522444,2497,2012-07-12 20:10:42,2,0,2,0,1,261708,19138,44427,6,7289,22497,1,94.7242,0,0,2370,0.9472
8171,20873419,1,409,18,78,1153,Functions,1817029,5961,2014-01-01 21:23:31,5,1,16,0,1,3255,720,19,79,81,434,1,77.0325,0,1,4605,0.7703
8172,3440388,1,409,18,78,880,Functions,383861,2379,2010-08-09 13:21:04,15,0,2,1,4,130986,7029,309,2,2906,5456,2,93.9127,0,0,2237,0.9391
